,Date,Rating,Review
2861,2012-06-10,4,"This place is amazing, lots of different environments. Some of the visitors are as crazy-looking as some of the fish and sea animals. We went in the afternoon to avoid the morning rush from school groups - it was full but not over-full. But the price ($35 per adult) is just crazy. Yes, it's good, but even without the expensive parking in the area, it's more than we would have liked to pay for the experience."
2862,2015-05-26,2,"Nice but very expensive, there is no place to park! I have spent a lot of time to find a place.  I come from Europe and I have seen wonderful aquariums less expensive and with parking!"
2863,2011-09-21,4,It's was great. Too many people there but had a lot to look at.
2864,2014-03-10,5,"Checked this place out, parking can be difficult but if u valet your car there ain't really a problem. It was my first time here entry line was pretty quick  checked out the otters for the first exhibit checked out really cool how most exhibits here are made here as it's multiple exhibits in one and many are 2 stories as far as the large exhibits go. The workers here was extremely nice. My fav exhibit gotta be the jellys as the hallways are darken enough for the jellys colors to just pop at you. Gift shops they have multiple everywhere u go. But this is the fist for me as they have a places to eat also In the aquarium as in a deli and restraunt didn't get to try them but food did look go tho and were decently priced."
2865,2014-02-03,5,"I've visited this aquarium several times and it NEVER bores.  On our stay this past weekend, we were able to watch a large pod of dolphins swimming in the bay from the aquarium's outdoor deck.  Absolutely amazing sight to see!"
2866,2016-05-20,5,"I haven't been here for s very long time. We visited without kids, and had a fun time. Here on a weekday so very busy, but not overcrowded. Interesting story about the Packards."
2867,2015-08-25,3,It's a pretty good spot.  Much better than the one in san fran which you should probably skip.
2868,2010-12-27,5,"There is no better aquarium in the world than this one. It is worth every penny spent on admission. We have been here dozens of times throughout my lifetime, but out most recent visit has brought my appreciation to a new level. I have a 19 month old daughter who had an immense appreciation for so many of the little things throughout. From the large tanks with huge sharks to the new kelp exhibit. She found every single tiny tank with every single tiny creature far better than I would have ever imagined. The kids area with the tide pool demonstration where kids could get their hands (and arms and clothes) wet and the toddler area where she could do a water-bed type demonstration was so well designed and managed. She loved every second spent there and we loved it even more seeing all the joy and happiness that our trip there had brought her. In one word: amazing. Here's another tip: I'm a teacher and religiously bring all my 60-ish 6th graders here. Why? Because it's the greatest aquarium ever, but also because they do FREE field trips... like, for ALL school groups! And, they'll do labs and all kinds of presentations for the kids if you apply early enough in the season (May-ish). It's the best! What an amazing organization to put education at the forefront of their priorities! We will most certainly be becoming members as our family grows and our trips become more frequent! For the most enjoyment: start your visit early. There are ridiculous hoards of people trying to enjoy all the things you're trying to enjoy, but they usually show up in the afternoon. We got there at opening (9:30am) and stayed until noon. It was blissful. When we showed up at 3pm after our daughter's nap, it was a slight mess of people. Our stroller ran into lots of people. (Sorry!)This is a definite MUST when you're in the area, especially if you have kids!"
2869,2011-06-08,5,"My dad claims to have taken me here when I was younger. I seriously do not remember that so it was like my first time here.This place is amazing and you can easily spend a day here. I didn't have much trouble with parking as I stayed by the local Best Western and walked over. You can purchase tickets to the aquarium at the Best Western as well. Not only do you not have to wait in line but the ticket is good for two consecutive days. All for the price of one. Pretty sweet deal!My favorite exhibits were the seahorses, penguins, and flamingos. Not sure what else I can add that hasn't been said by my fellow Yelpers so read on."
2870,2011-04-03,3,"Not bad for a small local aquarium but left searching for more?I got discount tickets through work and they were still 26 dollars which is kinda sour when you can easily walk the aquarium in an hour. The aquarium is a HUGE deal up in monterey, but I am from Orange County so the Long Beach Aquarium and Sea World San Diego are super close and seeing one aquarium- you've seen them all.Not bad for kids tho- a lot of interactive sites like the Splash Zone and The Bat Ray exhibit. They also have an awesome wave simulator in the aviary and outside have an amazing view of the harbor - where I saw WILD SEA OTTERS ! :)And to be honest, it just seemed to me that the tanks were a little empty fish wise? Maybe its just me"
2871,2011-05-03,4,"Being from near Chicago and having visited the oceanarium in Sydney, an aquarium has to give me a good bang for my buck.This is a grand aquarium but does not receive the highest stars from me for two reasons (well mainly one but they are seperate issues to me).1) The main exhibit, Outer Ocean, was not opened2) There was no notification as to the Outer Ocean being unavailable until you paid the admission fee.If you live near here and have children or are just a nature enthusiest, this is an awesome place to have a membership towards with paying off the price with a few visits in the year.  As for the casual visitor, the price is right if ALL of the exhibits are open.  I did appreciate the one price for all as opposed to the add-ons the Shedd has for extra exhibits.I really loved the sea otter exhibit as well and I suggest you get a spot early for the feedings.  Not only are they entertaining but educational.  If your able and have the time, I highly recommend the different presentations which are held in the auditorium.  I felt they were educational as well as entertaining (but I can see how it may be a boring topic for others with different interests).The seahorses exhibit was really cool and I loved the turtles as well.  There was a nice bit of explinations and information about the creatures which I also found to be very helpful and entertaining.We only used a 1/2 day for this visit and it was enough for the others in my party, but I could see myself there for a full one (that is just me).  A must see for the nature lovers, although the extremists might try to free all of the creatures from the exhibits, or so I am told.  (Joke)"
2872,2011-10-23,5,"This place is always amazing!!! I think I could spend days staring at all of the exhibits. I also think it's great that they include seabirds as part of their displays. The other part of this place that is cool is the fact that a great majority of the exhibits are showing you what is occurring for real right outside the doors of the aquarium, which really gives you a sense of place when you walk outside."
2873,2014-08-03,5,"Amazing time!!!The staff that helps teach children to dive in the tide pools was excellent, my children loved the experience and the staff was sooo friendly and informative.  Patrick was great instructor!!!After the class, we ate att the restaurant and had good food with amazing view, what a special visit, we will go back again. Thank you to the great staff that is teaching the youth diving!"
2874,2016-05-17,4,Perfect for the kiddos. They have an entire area just for them to get hands one and run a muck!  The exhibits are great and the jellies and sea turtles seem to be crown favorites. The staff was very friendly and helpful. The bathrooms were clean. Its a must if you are in the area.
2875,2011-09-12,5,"The greatest Aquarium I've been too.  It is worth your money!  They have a little area for kids too.  Its like a little cave you go into & the kids can see their own fishies.  Monterey Bay Aquarium has this one restaurant over there that has the best fish & chips ever!!! Also, they give you coleslaw with it.  Their clam chowder is really good too."
2876,2012-05-30,5,"The best aquarium I've been to...hands down! Very family friendly. Lots to learn about ocean creatures. Well put together exhibits for people of any age. The jelly  (as in jelly fish) exhibit was very entertaining and educational. (Yes, I said ""educational"" but don't let that deter you.) You'll have lots of fun.Attended the food festival that was going on by Whole Foods. Lots of free, delicious, samples. Cooking demonstrations which we didn't have time to enjoy as there was so much else to see."
2877,2010-12-21,5,"I love aquariums! and this is probably the best one I've been to. Even though the outer bay exhibit was closed, the rest of the aquarium was still fun. My favorite exhibits were the ""secret lives of seahorses"",  the sea otters, the outer bay jelly fish exhibit, and the splash zone.We only spent about 3 hours there but I felt like I could stay for another couple hours!Last bonus for the time spent at the aquarium was the sale on stuffed animals! I was able to buy a decent size stuffed penguin for $10, normally worth about $25.Even though I live so far away, it would be worth it to drive out if you wanted to visit an aquarium!"
2878,2014-07-30,5,"A wonderful afternoon for the family - Ages 2, 25, 30, 39 & 50.  We were all completely captivated.  The kids have a lot of play options to keep them interested.  The restaurant is outstanding.  And the gift shop is reasonable, with a wide and varied selection of items.  The otters are REALLY popular, so the line to get up close is slow - but worth it!"
2879,2012-01-24,5,"This place was great. It took us about 4 hours to get through the hole thing. Definitely check out the feeding shows. They are worth the 10-15 minutes. We parked nearby in a lot for $10 (right down the street from the lot for $15) and it was a nice couple block walk to the aquarium itself. There is so much to look at. I went on a Saturday and it was busy but not uncomfortably packed. If you're in the area this is a great place to take friends and family. Kid friendly, too. We packed a backpack of food and drinks and there were plenty of places to sit and eat lunch. Highly recommend! Everyone was so mice, too.$10 parking$32.95 for adults"
2880,2014-02-25,5,"This aquarium is very well kept. It is a great experience. I went while the jelly fish exhibit was there. It was very great. I had a very fun time. They have quite a few things to see. Definitely great for anyone, any age!"
2881,2014-02-25,1,"Small, very small - ads are deceiving. Very crowded and poorly planned. Took 30 mins to park, 20 to get tickets, 15 in line to bathroom (very few of those), and an hour of total wait for lunch. Much of the day is waiting in line or waiting for people to get out of the way to see something. But it's not just number of people - it's just poorly designed. Water is much less transparent than natural or other aquariums, so good pictures are unlikely. Worst aquarium I've been to so far, even though exhibits are pretty good, the overall experience is poor. If you want an enjoyable weekend, stay away. During the week it may be better, but still not up to the hype or even to what other, usually cheaper, aquariums offer."
2882,2013-11-12,5,"I love monterey bay aquarium! I have been here several times and enjoy it every time, no matter if I go with family, a date, or friends. It is huge and beautiful, and you can easily make a day of it. There are several nice beaches and restraints around the aquarium too. Just beware of ""busy"" days. Try to go during the week and not on holidays."
2883,2016-01-18,1,"Went over the weekend after reading all the good stuff online about this place, it was a big let down. Street parking is enforced 7 days a week so I parked in a private garage for $24 for the day. Spent $39.99 per adult to get in kinda pricey, the aquarium was over crowded, hot, boring, and smelly you'd think they'd turn on the AC for as much as your charged to get into the place. The main attraction is the big tank but after that everything else is boring."
2884,2010-09-30,5,"Even though this place needs another 5 star review like Lindsay Lohan needs more STDs, I'm still going to add another one.  I mean a review, not the other thing.  Before going to this aquarium, I envisioned a grand building fitted with romanesque pillars, a giant moat filled with tiger sharks, and a massive drinking fountain overflowing with a Moby Dick sized whale choking in its attempt to swallow a small seafaring vessel.  Okay, maybe not the last one since I don't want to see animals harmed...  Alas, we were met with nothing but disappointment.  When we arrived, the outside entrance was underwhelming.  Actually, it's the equivalent of a ""hole-in-the wall"" when you're considering that this is a world (freaking) class aquarium.  If you don't pay attention to where you're going you might mistaken the front for the delivery entrance.  A classic example of never judging a book by it's cover.  If you've ever been to an aquarium, then this place has the all typical aquarium stuff like the touch exhibit area where you get to molest live sea stars, cucumbers, and abalone.  There's also a pool area where you get to caress stingrays and even give 'em a light snack.  There are unique exhibits like the jellyfish or the giant underwater kelp forest exhibit.  What's so cool about kelp you say?  Well you've probably used it everyday without knowing.  In fact, it's in everything from your toothpaste to salad dressings and even ice cream.  One thing to beware of is the ultra super uber cute sea otters that play around in a huge two story tank.  Those little guys tend to tug at the heart strings of an unsuspecting passerby which subconsciously prompts them to the nearby gift store to purchase many sea otter related items.  But seriously, I really needed that fuzzy otter with the ridiculously big puppy dog eyes.  I mean...it's LOOKING AT ME to take him home.Word to the wise.  Tickets are purchased inside with adults costing $30.  However, if you're like us and determined to use your student ID until you reach senor status, then student tickets go for $28.  You can compound your savings and also get a $2 off coupon here: visitcalifornia.com/medi…I was tempted to give this place 4 stars because the Outer Bay Exhibit was closed!!  Won't open until the end of December?!  Wahhhht?  I gotta come back again?!  On the bright side, at least we'll get to use our student IDs."
2885,2011-01-03,5,"Generally, I'm suspicious of business which try to be all things to all people...but, to my amazement, the Aquarium somehow manages to pull it off by creating a place which appeals to, well......pretty much everyone. It's a world-class institution and, instead of trying to elucidate on those reasons, and repeating what's already been said in previous reviews, I'll content myself with adding another 5-start review to their average."
2886,2010-12-29,5,"I've been to other aquariums all around the country (ie. Boston, Dallas) and none of them even come close to Monterey Bay's!! I used to live in the East Bay and I loved taking day trips to Monterey/Carmel to visit here and then the beach in the afternoon. Places like these make me so proud to be a Californian.It is because of their world-renowned jellyfish exhibit that I fell madly in love with jellyfish. They also have the seahorse exhibit, though I think the jellyfish are still the premier players here. My other favorite exhibit are the sea otters. They are so cute!!The workers here are quite knowledgeable about the species they exhibit. You can tell they are passionate about marine life and it's contagious because everyone--kids and grown ups--eat it all up (the knowledge, not the fish!).The only thing I grow weary of are that sometimes this place is packed with snot-nosed kids who push each other around. I've seen some parents encourage it too!All in all, if you ever visit California, this is a MUST."
2887,2014-09-05,5,"A fabulous place to visit with kids! The exhibits are very informative and you feel enlightened with every interaction with the knowledgeable guides. The price is high though we have enjoyed the discount from the membership my cousin has for her family. I would compare its value only to the National Aquarium in Baltimore. It is light years ahead of the Smithsonian Aquarium in Washington, DC."
2888,2011-01-31,5,"Nice-n-Big, Nice-n-Crowded, Nice-n-screaming ass kids, Nice-n-Environmentally friendly, colorful too. Plenty of attractions for adults and kiddies. The Bay center itself is a wildlife/marine refuge and habitat. Not so ""cagey"" like a zoo. Go at night if you can... It's so much better than the crowded daytime trip. Passed by while taking a trip to Pebble Beach again w/ the rents in the summer of 10."
2889,2014-03-23,5,What an amazing place to visit. I learned a lot about the sea life as well as how we can help add to conservation. I am from the mountains so I find this place fascinating and very educational.
2890,2014-02-08,4,"Love this place. If your looking for a review for this place, just go. Its totally worth it. Experience the ocean as close to the source that many of us will ever get to it. The exhibits are well maintained and beautiful."
2891,2013-06-11,5,"A+ because all the staff are so friendly and smile all the time!! I'm glad that it doesn't seem that they hate their job! It's exciting seeing all the water friends, and they don't look depressed to be there either.. :)"
2892,2016-03-10,5,Well worth the entrance fee.  Give yourself at least 2-3 hours to enjoy the extensive exhibits.  Spent 20 minutes just watching the otters play.  The variety of life in the kelp forest and open seas is stunning.  Friendly and helpful volunteers.
2893,2011-04-05,5,I came here a few times as a kid and the best memory I have of this place is reaching down into a shallow pool and touching a starfish for the first time. I think I was 5 :)
2894,2014-01-02,5,"This aquarium is AWESOME. It it a research organization and is focused on the health of the worlds oceans and the creatures in it. I always come away with such a great sense of awe and love for the life in the ocean. My favorite thing to see is the sea otter exhibit. It is hard to miss because it is front and center. I highly recommend watching the feeding because you get to see some really cool behaviors and learn about this adorable sea mammals. Most people will crowd around the windows up top because that's where most of the action is. If you want to watch up there then get to the tank at least 20min before the feeding. And try to let little ones get up close so they can see. The otter feeding is at 10:30a, 1:30p, and 3:30p but you may want to either check the website of grab the map/daily event schedule they offer you at the door.I feel like I could spend all day at the aquarium; there is so much to see and watch and touch and learn about.If you are in Monterey, this is a must see."
2895,2014-05-06,5,"If you're going to be living in Monterey I highly recommend getting a 1 year pass.  It costs about as much as going twice without a pass, and it gives you the freedom to break it up into lots of smaller visits instead of trying to cram the whole thing into one day.  They also have some fun later events with wine and beer for adults that are great to go to if you don't want to be around too many screaming children."
2896,2014-07-07,3,"We had been wanting to visit the aquarium since we drove through monterey last year but couldn't justify spending $40 per person. We agreed to go this year after hearing good things about it. We went on a Sunday which probably contributed to how crowded it was so it was  a little difficult to get through the aquarium without being bumped into. The open sea exhibit was great. The presentation was very well done and the aquarium creates a great environment to explore all of the different types of creatures. The jellies exhibit was just as great- they had a lot of variety and provided a lot of information on each species. We attended one of the 15 minute shows featuring great white sharks and it was pretty informative. I would recommend doing that if you go. For the price, I expected a lot more. There were only four main sections and they tended to repeat each other a bit. The whole aquarium was a lot more kid oriented and I wish I knew that before I went. The aquarium seems to be doing a lot of good things for the ocean wildlife and I'm glad that my admission fee contributed to that I just think they could offer more for their guests as well."
2897,2013-04-03,5,"The MBA just has exhibit after exhibit of different sea creatures ranging from sea otters to jellyfish. I never thought I could trip out so much on jellyfish lol! Skipping all the kids exhibits you can get through it in 3 hours. It is worth the price to go here, but you just have to go right when they open because it can get crowded. Also too if you do go, get will call tickets so you can cut in front of all the people waiting to buy their tickets. You can do this on the aquariums website, it's fast and easy.  You have to go here if your in Monterey!"
2898,2011-10-26,4,"Visited with our granddaughter today.Nice to go during the week when all the kids are in school.We've been there several times and this is a great venue for kids to learn about the sea and its creatures.They have petting tanks, interactive displays, educational lectures and not to forget the most beautiful view of the Monterey Bay. The otters are always cute along with the shore birds etc.You should plan on 2-3 hours there.Bring your inner child and see what we take for granted."
2899,2011-01-13,4,"NiceGreat aquarium and great for a half day visit.  The exhibits are great and they are always changing it up a little so there is always something new to discover there.  The memberships are relatively affordable specifically the family memberships where you can each bring a guest.  That means we have four adult passes and one child pass for the entire season.  Members have a different entrance so no waiting in lines, no hassle."
2900,2011-05-02,5,"So far, out of all the aquariums I've ever been to, this is my absolute favorite!! I love that it is in one of my beloved cities, down an awesome street, with yummy surrounding restaurants.There's a lot to say about this aquarium, I'd never finish! Beautiful jellies, awesome deep sea section, cool tide pools area, etc. This place is truly your money's worth, and will become a favorite if it isn't already! I can't wait to visit again.  If I lived close by, I'd be here all the time!"
2901,2014-03-14,5,"Definitely recommend the Jelly fish tour. only $15 due to lack of interest I was the only. Got a personal tour.  The penguin feeding, shark show (video) and behind the scenes (video) were really cool. My only comment- I did the fish feeding tour and it was not what i expected. I ended up throwing krill into the large kelp tank and having to run downstairs to see the frenzy. people who didn't pay 15$ for the tour got to see the same thing I did but for free."
2902,2011-09-13,4,"""Ooohs"" & ""aaahs"" all around from children and grown-ups alike.  Their exhibits are spectacular and you can't help but be in awe of the amazing sea life God created.Favorite Exhibits:KELP FOREST: 28 feet tall kelp is amazing to see.  It's huge window to a diver's eye view of sardines, sharks, eel, and a myriad of other fish.  On the weekends, they have a feeding and diver's Q&A around 11/11:30am where you get to see the fish and sharks hand fed by a diver as well as get to ask the diver questions about the sea life, water conditions, etc.OPEN SEA: sea turtles!  They're huge, and so amazing to watch.  There are also sharks, giant tuna, and sardines.  One of the best parts are the brilliant jellyfish...bright coral colors against deep blue water...stunning!SEA OTTERS: so adorable!  The only thing is that it depends what time of day you're visiting because they're not always in the exhibit.  **PARENT ADVISORY: there are only 2 dining options on-site, the Monterey Bay Aquarium Restaurant or the Self-Service Cafe.  The full-service restaurant isn't really kid friendly and the self-service cafe is ridiculously over-priced (i.e. $10 for a 6"" diameter personal cheese pizza, which tastes mediocre at best or $10 for a 6"" long sandwich, also mediocre).  I regretted depending on their self-service cafe for lunch.  For me, husband, and 2.5yr old, we spent around $40.  Outrageous and super irritating.  I highly suggest packing a picnic lunch or buying somewhere and bringing (i.e. Togos, Quiznos, etc.) and eating on one of the many available seating areas inside or outside."
2903,2011-09-02,5,"Growing up in Northern California, this was always a destination for summer camps, and school field trips. I credit this place with my love and fascination with all things from the water. Displays, history, facts, exhibits, This place has something for kids of all ages. The pools are amazing for a hands on experience. Trips here will make memories for a lifetime. Even as an adult this place is amazing. Everything they do for the environment , education and understanding is what the human race should strive for. There is so much to take in, from the jelly fish to the sharks, sea otters, penguins, kelp, star fish, it's an amazing experience. Parking is expensive, it is very busy during the summer, and on weekend, but totally worth every penny and every bit of patience."
2904,2011-07-02,5,First time today. Second time at an aquarium EVER. I was very impressed. I know I came on a holiday weekend so it was packed. You just have to have enough balls to fight for your kids to be able to look at the exhibits when it's crowded. I have huge balls. My nephew got to look at everything.My husband had been here before and saw several new exhibits. My personal favorite was the sea horses. How freaking cute are they! Every type of seahorse ever is there. I did nickname the pot belly sea horse the beer belly horse. The aquarium even had great customer service for the 10 seconds I had to talk to them.Two tips:For women: don't use the first floor bathroom. You will be in line for 15 minutes. There is one on the second floor that no ones seems to know about.Tip Two: Buy your tickets online and print them at home. You will save yourself an additional 15 minutes.
2905,2014-06-29,5,"My boyfriend and I went here on a Saturday and had a great time. A bit pricey but we felt it ended up being worth the cost ($40/person). Dont bother paying for parking, look for non-metered public street parking about 2-3 blocks away with no time limit. Allow yourself plenty of time, we were there about 4 hours and felt we had to rush at closing to see the last few things and re-visit my favorites, the sea otters, on our way out. Check out feeding times for the exhibits. The touch station was awesome too (you can even pet a stingray)! Be prepared for lots of children and crowds but I was so excited by the animals they didnt bother me. WAAAY cooler than the Shedd Aquarium in Chicago where I am from. Afterwards walk around Cannery Row, take a scenic drive, and grab some grub and a beer and it is one great date =)"
2906,2010-09-14,5,"I was so overwhelmed with visual stimuli, I found myself having to often find a place to rest against. Or wait maybe cause I was tired from all the damn walking cause monterey bay is that large.It's a sea-lover's dream to venture through rooms, halls and walkways huge tanks filled with creatures you only see on the discovery channel.  A skilled photographer or artist's perfect blank canvas. Beautiful. That's all I can really say."
2907,2011-01-17,5,"Our Monterey Bay trip was scheduled around this attraction and we were not disappointed. By the time all was said & done, we planned our visit for Saturday and spent a good portion of our afternoon there. Our first exhibit was called ""You Otter Know"" which was a brief educational session about Otters facilitated by an entertaining content expert that incorporated fun quizzes and video clips. The second exhibit allowed patrons to watch a trainer feed a pair of otters while they performed tricks for the crowd. Yeah, it sounds horrible but the otters were soooooooo cute, you weren't thinking about the fact that they weren't in their natural habitat.The rest of the aquarium was a wonderland of sealife bliss with beautiful displays of exotic creatures. Two expansive floors host a Penguin Spalsh Zone, Touch Pool, Kelp Forest, Hot Pink Flamingos, an Outter Bay to view animals, Octopus display and an auditorium for educational programs. My favorite room had the jellies and another room inspired will never be forgotten as I plan for my dream house: We walked into a dimly lit, cylindrical shaped room. Near the ceiling, an aquarium was built that held approximately 1000 silver smelt. The effect was mesmerizing as they circled the aquarium, catching a glint of the light that reflected their shimmering bodies, against a bluish/green background.Upon entry, our picture was taken in front of a blue screen & later superimposed it onto a still photo of the colorful fish tank located downstairs. We also had another photo taken on the main floor in front of a huge pair of dental impressions that reminded me of a dinosaur jaw. Both photos were on 8X10 and available for sale with the year and the museum title. Great reminders of the fun times we had visiting!"
2908,2011-01-21,5,"Being from the Monterey area- I know this is one of the sites that is high on the tourists list- but its actually not just great for tourists, great for locals too.I have visited multiple times since i was a child til now- really well kept and love every addition that takes place. I've been to a few aquariums now- and I might be a little biased (with my love for monterey bay) but this is the best one so far. I love the outside deck areas- great place to go when u need to get away from the hoards of people and take a breather before continuing your exploration. It is gorgeous and you can waves breaking under your feet. Def. a great experience!"
2909,2016-04-28,5,"I love this aquarium! Granted, I'm a marine science major at CSU Monterey Bay, which makes me slightly more enthusastic than the average person, but I must say, the Monterey Bay aquarium is great. They're constantly adding new exhibits and habitats, and they have a great release program that helps wounded animals. The aquarium is very large and clean, extremely easy to navigate, and they have such great shows. For any students in the area, I would recommend getting a membership, as its relatively cheap and saves you lots of money in the long term."
2910,2011-09-11,4,"Monterey Aquarium is one of my favorite aquariums still.  A lot of childhood nostalgia goes into the fondness for this place, but even to a newcomer, it's a fun place to visit.There is a lot to see, with the fish, corals, otters, jellys, whale stuff, and so on.  It's endless, and a lot of fun.Gripes are minor.  Some of the glass is of the magnified variety, which makes some of the exhibits really disorienting.  Also, you can't really...learn much here.  There isn't really any info per exhibit.  I always like reading about what I'm looking at, and this Aquarium has basically nothing.  Also, it's a bit pricey for what you get."
2911,2011-09-02,4,"Very fun place. Lots to see and lots to learn. Everything is so pretty! Make sure you have a good camera so you can capture all the awesomeness for a lifetime!I live in San Francisco, but I've never been to the Aquarium of the Bay here. I imagine it'd be something like this. Cannery Row is just like Pier 39 except I could spend more time at Pier 39 than Cannery Row.Bring your good walking shoes and a camera cuz you can spend all day here!"
2912,2011-05-10,5,"I'll spare you of the lengthy persuasive tactics that reviewers so heavily rely on and just say that no review is going to do this aquarium justice. Quite frankly, in this instance, reading reviews will only ruin the potential awe-inspiring surprises involved in your visit. (Yes, it's THAT good.)Simply put, just add the Monterey Bay Aquarium onto your bucket list, preferably near the top."
2913,2011-10-11,4,"some of the exhibits are so magical! Exhibits all have an abundance of space which is what other aquariums/museums lack. The only downfall is parking. Most cities are free on Sunday for parking the meters, but not good ol' Monterey."
2914,2013-04-28,4,I been coming here since I was in elementary school..  I love this place but hate the huge crowds on the weekends..  A season pass is a must if you plan to come again..  Hell your going to spend that much if you go once with the family..  Fork it up you will be glad u did the next time you come here.
2915,2015-03-26,5,"Best Aquarium I've ever been to, hands down. It's efforts towards conservation rather than having animals on display as ""entertainment"" are really what set it apart. They would never dream of holding cetaceans in captivity like many other aquariums do, and they focus many of their efforts on research and protecting the oceans. Also, they developed the Seafood Watch program which is now something used everywhere as an app on your phone so you can tell what seafood is sustainable before you buy it or order it at a restaurant. Just an outstanding organization. I don't feel bad visiting this aquarium because many of the animals (especially the marine mammals) who are there are there because of a problem or injury that prevents them from being released back into the wild. All of the staff and volunteers I've met are highly educated and enthusiastic about what they're doing and I just think there's no comparison in our nation to this aquarium. I've been to SHED, aquariums in the northeast, in Atlanta, and none compare."
2916,2010-11-22,5,"I love aquariums!  And this one is to be loved!  It's big, it has beautiful fish and sea animals.  It has the beautiful kelp forest.  It has so much to be loved!!  Besides all of that, the aquarium has a mission to use the money you spend there for conservation efforts which is amazing for our environment!  They have awesome interactive educational sections for your kids and even yourself to learn more about how to create a sea friendly more sustainable life for everyone.  So if you are looking for a great hands on educational experience for your kids, this is the aquarium to go too.  They also have an extensive gift shop with amazing artists creating sea related items that are both cute and depicted nicely.  Not a weird imatation of a sea creature like the ones you find in the vending machines sometimes.They have penguin feedings at certain times, and touch pools.  The only unfortunate thing right now is that the shark exhibit is being rennovated so its not open right now!  parking is on the streets or in lots.  if you get a membership which is worth your money in 3 visits, you can probably pop in for a few hours and if you visit the cannery outlet its 2 hours free parking.otherwise there are traditional meters around so make sure you have quarters!!"
2917,2011-04-12,5,"I gave this aquarium a 5 star because I just love their newest exhibit! The Secret Life of Sea Horses is humongous! This exhibit has soo many types of beautiful and ugly sea horses. They even have baby sea horses as small as an ant! I literally spent hours going through this exhibit. There are annoying kids blocking the way, but you know, I have to be grown person as I am and wait till they are finish...The Jelly Fishes were awesome too! Loved the star fish petting area.Definitely the most epic aquarium ive been to! No where else compares!"
2918,2014-04-12,5,"One of the best aquariums you will ever visit! They have multiple permanent displays and some they switch out.  When we went they had jelly fish, which was awesome and they were talking about bringing in a great white shark! They have a one million gallon tank which is awesome to look at..definitely worth going"
2919,2012-12-03,5,"I have a deep love of the ocean, and just about everything about it: the cycle of life it perpetuates on earth, the thousands of worlds it contains, all of it is fascinating to me. What I have loathing for, though, is organizations who try to pass themselves off as institutions of learning, and/or conservatory and preservation.Seaworld is one such an example. On the surface, Seaworld would like people to think that their intended goals are to raise awareness of the oceans and their importance to life on this earth, through a series of amusement park rides, miserable animals captured under highly questionable to outright horrifying circumstances, and lots and lots of beer sales.Boy, I feel enlightened already! On the other hand, there's the Monterey Bay Aquarium. Founded in 1984 by four marine biologists and gift funding from David & Lucile Packard, and based in the former Hovden Sardine Cannery, The Monterey Bay Aquarium's goals are to educate visitors on the marine-world that makes up Monterey Bay and beyond through the use of state-of-the-art aquariums, displays, interactive exhibits, and presentations- all done tastefully, humanely and  in a way that you will come away feeling more illuminated. The staff & volunteers are patient, courteous, helpful, and knowledgeable of the exhibits, tanks, day-today operations, and history of the Aquarium, the former cannery, and even Cannery Row (to a degree- any questions they cannot answer, they will be able to point you in the right direction The Aquarium does have dining facilities. However, because of the amount of people visiting on this particular weekend day, it cannot be commented on, which leads to the next topic... The biggest complaint that most people have about the aquarium, is the amount of kids that are running about. And to a degree, I see their point. So to parents, would-be parents, grandparents, and watchers of young'uns I say to you this: If they're under the age of five, skip the aquarium. Chances are that they won't remember the visit, and will have the same effect as if you were showing a dog a card trick. And if you must insist on bringing them, Please don't roll the strollers into areas where you're told not to, make pathetic excuses on how they'll appreciate the visit when they get older (heard this one from the parents of a six-month-old sleeping infant) and especially *PLEASE* don't load them up on sugar before your arrival- which may result in my following you back to your hotel or motel, and gifting your kids two dozen Pixie Stix and a can or two of Red Bull right before bedtime. For everyone else looking to avoid the munchkin hoards, or large crowds in general, consider going during the weekday, preferably in the off-tourist seasons Overall, a visit to the aquarium is breathtaking and illuminating. To describe a trip here is difficult to put into words, perhaps, other than to say that it is to experience life itself in all it glory, as it exists in more than 70% of out planet."
2920,2011-04-24,3,"A bit underwhelmed. Was so excited to spend the entire day at the aquarium.  Unfortunately, there was only enough there to fill 2.5 hours and that's with my obsession with the sea otters and the 30 minutes I spent there.The sights they did have were spectacular, i.e. the jelly fish, sea horse exhibits, penguins and the sea otters, but I left a bit disappointed and didn't feel it was worth the $30 price tag."
2921,2011-04-18,5,"This place is the coolest.  There is so much to see and the layout makes it easy to navigate through the aquarium to check out everything if you have the time.  One of my favorite thing's about this aquarium is that there are a lot of interactive stations, especially great for kids.  My other favorite things to see here are:Sea otter feeding The lovely sunfishJellyfish and the sea horses!"
2922,2011-08-20,4,"This is one of my favorite places to go and still is, especially not during the weekend or summer tourist season. Unfortunately for me, neither of those preferences were met because my nephew was visiting from out of town and I couldn't wait for him to see it. He thought it was outstanding & I got to see some things I normally wouldn't see, like fish feeding in the kelp forest. It was also feeding time for the octopus & a rare sight to see it moving around. Everything is nicely laid out, colorful, and there's so much to see. I wasn't happy with the pushy people trying to get to the front of the tank, rather than waiting their turn. A few interactive exhibits didn't work, that's why I didn't give it 5 stars (and of course they were some of my favorite ones that I wanted to share with my nephew). I liked the upgrade to the Open Sea exhibit, with the addition of the puffins & sea turtles. Not sure why there were 2 (or was it 3) tanks of moon jellies in that area. We saw as much as we could before everyone was tired out."
