Number,Date,Rating,Review
1748,1/23/2014,4,I grew up in Mission Bay and used to come here all the time as a kid. Now that my kids are old enough to enjoy it we decided to bring them here. They loved it!!!! All the shows were as great as I remember. I love the sea lion show always so funny! I love how they have more rides than they used to especially for the little kids. It was a very fun vacation! The food there was good I just think that everything here seems a bit overpriced. Even at Disneyland it was cheaper to buy a bag of popcorn during a show.
1749,4/21/2015,1,"After Blackfish and the publicity SeaWorld has received about how badly they treat their animals, I don't know how anyone could come here. I last went about 2 years ago, and the whales' living spaces are far too small for them. Some of the rides were fun enough, but the orca show is their bread and butter, and their animals didn't look happy or healthy. I can't imagine what other corners the company has cut to make a few bucks."
1750,10/2/2012,5,"The kiddos love and enjoyed the whole place. There was a large playground area for them. Petting zoo was pretty nice. The animal shows felt like a muscial, you dont see the trainer interact with the animals as before.Super hot during the summers so don't forget your sun block and hats!"
1751,8/3/2011,4,"69$ for a ticket to the park, quite expensive, especially when you re adding 15$ for parking, food inside the park and a little souvenir for the cousin in vacation.I went there with my lil cousin, first time for her seeing sea animals, so i can say i had such a great time with her.We got there by 10 and started with the atlantis attraction before it gets too crowded: very short roller coaster but fun.Then we did the wild arctic ride and it was a good one, the Beluga are very impressive.The Sealions show is a lot of fun even though if one of the sealion has been lazy and didnt want to do anything. The Dolphin show: i ve heard everybody complaining about the fact they dont see that much the dolphins anymore, i think it was a good show, u just have to be a dreamer and just take the show as it is. Dont forget that the animals are not in their natural environment, they re in a water tank entertaining people all day long, everyday.The Shamu show: very impressive especially when you know that Â they can be dangerous for human so even if the show is not long or not as impressive as people are expecting to be, just remember that it s not that easy to train them and they can get tired repeating the same thing all day.The rapids: if you dont want to get wet, dont go there.Over experience was great. I dont know when im going to go back but if i am, next time i ll stay for the nights shows."
1752,9/8/2013,5,"Took my kids for the first time ages 3 and 5 . We had a blast!!! The kids loved the animals, the staff was helpful and friendly. Example: pacific point where you feed sea lions was closed. After the sea lion show the trainer heard me asking about when it would open and how sad we were to miss the opportunity and she offered us all pics with clyde. It made my day!! The rides were a blast and food was really good.Tip: get there a half an hour before park opens they let you and all thou rides are closed you can head to what you want to do/ride first and get right on at open. Tip: pay the extra $5 for parking. $20 total . It put us right in front of exit. And at the end of the day with 2 tired kids you will so thankful you can exit and get right in your car.Tip: buy the all you can eat food passes! $35 If your kids are 4-5 and under no need to get them for your kids. Everytime u walk thru u can get an entree and a side OR dessert and a drink. And you can walk thru at 4 locations as much as you want. We walked thru for breakfast, lunch, dinner,snacks,and bottled water (yes all the bottled water you want which sells for $2 each at stands) all for $70 Have a blast we did. And our ticket deal was buy a day get a day free deal for $63 on there website. So cant wait to go back in september and finally feed those sealions :)"
1753,2/7/2015,5,It is amazing here. So many different shows and so many opportunities to interact with the animals. I didn't like that you pay for parking on top of an already expensive ticket but you deal with it. We spent all day here and had a great time.
1754,1/5/2014,4,"Had a great time with my kids... Getting in was a little frustrating but I understand they are revamping the main entrance door their 50th anniversary next year, but it still could have been more streamlined... Enjoyed the shows... Was a little bummed that the trainers don't swim with the orca's anymore but it was completely understandable... Will go again."
1755,7/15/2011,2,"I'm being harsh a little bit on purpose. Â As an *adult* this place is waning. Â There is no innovation here on their part. Â Honestly, it hasn't changed that much since I was a kid. Â For *kids* I'm sure they love every second of it and that's probably what counts...but hey, my 8 year old doesn't have a Yelp account, so you get me.I saw they had an iPhone app when we walked in so I downloaded it. Â No data updated. Â The app was worthless. Â Don't advertise it if you aren't going to use it!Dolphin Show - wow...this sucks. Â 70% humans, 10% intro, 20% dolphins. Â Seriously. Â They need to go back to the old show. Â The acrobatics were cool but I didn't come to see the ""O"" show, I came to see the *dolphin* show.Cirque de la Mar - this was cool. Â As a kid I remember the bay shows being things like Batman and Robin. Â Things have progressed, but the pre-entertainment was good and I enjoyed the show.Pets Rule - while I think this is cool I'm still confused what a cat/dog show is doing at a marine life park.Anyhow, I was underwhelmed completely. Â Seriously...they need to innovate to step it up. Â And ditch the new dolphin show."
1756,11/20/2013,5,"Just went for Christmas at the park, and it was amazing!! The tree by the entrance is really cool and the new holiday shamu show is much better. Sea world is definitely stepping up there holiday game!"
1757,8/1/2012,5,My son is six now and I've purchased a year pass every year since he turned 3. Â Now my daughter is able to enjoy it too. Â It's nice to be a season pass holder to go for just a few hours any time we want. Â We love it.
1758,7/28/2013,2,"I have to give this place two stars. Â First, the tanks seem really small for the animals. Â It hurts to see animals in captivity like that.This place is super expensive. Â $15 for parking is outrageous. Â Food is extremely overpriced for what you get. Â Exhibits are okay, and it's pretty informative. Â Staff was rude and didn't seem to care. Â Probably my first and only trip. Â The zoo is DAYS better."
1759,10/11/2013,3,"I was so excited to go to Sea world, and by the end of the day, I was not satisfied. I'm not sure if it was because I had not remembered what it was like, but .. I did not remember Sea world being that boring. ESPECIALLY the Shamu show.. Didn't they ride on shamus? Or was the only the dolphins? Whatever it was, everything was pretty impressive, but I feel old now that Sea world does not excite me. I wish I had a beer.. or two... or ten before I went in.. Lol"
1760,1/17/2014,4,I have been here for the las year a couple of times and i would recommend this place to any of my friend and family. The fair grounds are clean and easy to navigate. The shows are magical and the kids would have a great time. Even though its not as big as Disneyland there is still a lot of shows and attractions to go to.
1761,7/10/2012,4,"I liked this place. Â Its cool for young kids. Â Unlike most rides at other theme parks where you have to be over 5 ft tall to ride, all the rides here can accommodate kids 36 inches and above.The shows were OK. Â I felt bad for the whales. Â Their space just looked too small. Â All they could do was to go in circles every five to ten seconds.The rope/net climbing jumpy house thingy was a hit with my kids.Most of the rides didn't take long to get on (compared to other theme parks that take an hour plus). Â The average ride had only about 20 minute wait.We'll probably do this park again in a few years."
1762,2/12/2012,4,":D Second time at SeaWorld, First time at this location though,We came sometimes before noon, straight to the first show. Wanted to watch all of them so we was pretty much walking from one to another, I like it because I'm quite indecisive and hate standing one place ""where should we go next?"" urg hate it. Â So pick up one of the directory/ showtime's on the back, and plan your day here! Â We bought our tickets at my nieces school so it was cheaper, I dont remember exactly how much but yeah, check with your school first before you buy your tickets. Â Food is once again as expected, expensive and isn't really good. I didn't visit all the shop but seem like they sell really similar souvenirs *shurgDid bought a few things for my parents :) cute key charm and some frigde magnetsI think the one i like the most was seeing the big polar bears, they're hugemongous! well a lot larger than i expected! I think the first time i went to seaworld in texas, we went on more rides than actually watching shows or looking at animals. Â Funniest thing is for all the show, we sat on the soak zones but didn't get a tiny bit wet! :) yay us! bottom line is, just like safari park, I would come back here in a few years or maybe on a date :)"
1763,5/31/2012,5,"There are few other places that let you interact with sea life the way SeaWorld does. Â You can pet dolphins, feed sea lions, and watch the killer whales do tricks! Â There are several shows at Sea World that run several times throughout the day. Â The dolphin show was fun, the whale show was AMAZING!!! Â And yes, if you are in the first 12 rows or so, you will get DRENCHED-if not by the spraying fountains, than by the whales deliberately splashing you with their tales! Sea World also has a brand-new, underwater roller-coaster and a few other rides.The price is pretty steep... $73 for an adult. Â (Maintaining whales and sea lions is expensive!!!) Â However, if you order the tickets online and print them from home, they are discounted to $53."
1764,8/8/2011,4,"Between Legoland, San Diego Zoo, San Diego Wild Animal Park, and Sea World for a 2.5 year old girl I chose Sea World.* She could go on all the rides in the Sesame Street Play Area* Â Very little wait time in lines* Splash Zone while watching dolphins, sea lions, whales jumping* She can easily put her face against the glass and be in awe for as long as she wants.* Lots of indoor places to stay cool - aquarium, penguin encounter, wild artic, shark reef, turtle reef, etc.* Distances between attractions is short so it's easy to watch a show in the blazing sun and then run indoors to cool off ... or if you got wet you can even dry yourself in a HUMAN dryer by the Shipwreck Rapids, for $5 of course.======================So why only 4 stars:Here's the CONS:* Food is overpriced for quantity and quality (compared with Disneyland and Knott's).* Feeding the dolphin now cost $6/tray and the line is longer than ever ... ok it's not a con ... it's inflation.* Shamu Show and Dolphin Show have less and less Shamu and dolphins in the show. Â I remember in the 80's and 90's the shows were primarily featuring the whales and dolphins swimming, jumping, frolicking with the trainers. Â Also I felt it was more educational in the past because the trainers would describe the animals and talk about what each animal can do. Â Now I'm watching more people performing and more computerized imagery. Â At the Shamu Night Show, Shamu jumped only a few times and the rest was us watching the jumbotron. Â If this is your first time, you might think it's fun. Â But compared with 80's and 90's, the shows are just shells of what they used to be.I'm thinking the shows are toned down because of the accidents. Â But I feel like they should still make it educational for the children in the audience and not so much like a circus or music concert. Â I even hear the kids behind me in the shows asking questions about how does Shamu knows when to jump ... or how much dolphins eat? Â I remember ALL THESE general questions were covered in the shows in the 80's and 90's. Â Now kids are left not getting their questions ever answered. Â It's sad that this GREAT learning opportunity has been lost and replaced with brainless entertainment.====================But on to the PROS:* EVERY SINGLE employee is super helpful and nice. Â I did not meet a single employee in the 2 days I was here that was mean or rude in any way. Â I can't say this about Disneyland. Â The trainers are nice too. Â The parking personnel is also nice. Â Why can't all theme parks hire people like Sea World???* Seamore and Clyde is STILL THE BEST SHOW EVER! Â I've always loved their day show so this time I decided to watch just their night show. Â I was laughing from beginning to end. Â All 30 minutes. Â I still love how the sea lions perform too. Â This is one show that has kept up with the times and stayed true to trainers and animals performing together. Â We watched the 8:30 showing and it was a packed house. Â It's way past my 2 year old's bedtime but she LOVED watching it. Â There's constant LIVE action and comedy in this show.* Pet's Rule is still amazing and educational. Â It also hasn't changed much. Â Which is why I keep coming back.* Nice clean park despite the construction at the Manta area. Â (Even this got spoofed at the Sea Lion Night Show).* Fun coaster rides keep on popping up. Â I like this because it keeps the lines short for other non-coaster attractions.* The sky ride is now free.* The spinning tower needle is now free too.* More opportunities for older kids to meet and greet with different animals in the park (beluga whale, dolphins, shamu, etc.) Â Yes all these encounters cost extra but at least it's available if you've got the money.====================I purchased an annual pass from Costco so I'll be coming back again. Â Will update my review if anything new pops up."
1765,9/30/2012,3,"This place has changed a lot since I was last here. Â Now it has rides and a moon bounce Â and a huge jungle gym to climb in and a water area. Â Take the kids and let the energy go!Yes, there are animals around the park, but it is more like they are a side show instead of the main attraction like I remember. Â Signs directing you around the park are few and far between and almost useless. Â Getting lost in the park is very easy and walking by things you want to see or do is likely.We did ride Manta, the blue roller coaster. Â What a great ride! Â FAST, smooth and lots of twisting fun. Â They have a lot of trains on the tracks so the line goes fast. Â The ride is a good length.We also saw the dolphin show. Â Just okay. Â Like I said before, the animals seemed to be a second thought. Â There were people diving and singing and twirling, doing acrobatics during the show. Â The whales and dolphins came out here and there, but only for a bit. Â Get there early and make sure you get a good view.FYI - The price to get in for a day is the same as a membership."
1766,8/30/2015,5,"Sea World was fun with the family and the best part was getting to interact with the Dolphins, they're so cute and adorable like little puppies Â very very hot though, and got sunburned really bad."
1767,11/14/2015,5,"We had an amazing experience today at Sea World San Diego. I brought my almost 8 year old son with Autism, my daughter, and my family to Sea World today. My nephew, who also has Autism, has food allergies. The staff could not have been more accommodating, understanding or encouraging. Either they Â have some of the best training, or they are hiring the right people, perhaps both. Bob, the Director of Culinary Services went out of his way to ensure our kids special dietary needs were met, over and beyond the call of duty. Every team member was positive and sweet to us. Even when my son or nephew would step over the line by not following the two finger touching rule or even be inappropriate with their noises, they would smile and gently remind them of the rules. When I would apologize they would wave us off and say ""I understand."" We have never been treated with the kind of respect and kindness like we received at Sea World at any other theme park or museum. I also am comforted knowing that the kindness shown to us by the staff, is even greater for the animals in your care. If your peripheral staff are that well trained and that instinctively kind, I can only imagine the love and care the animals received from those dedicated to their care. Â We WILL be back and will be very vocal in our special needs community about how amazing Sea World is."
1768,4/2/2012,3,"Sea World is good for a one-day trip, but so expensive.We went on a cloudy and cold day in March so it was not crowded at all. Â If you go on a day like this, you can see everything in a day. Tickets: Expensive, but we went during their promotion of buying a Fun Card and it's good the rest of the year at regular one-day admission price. Â (However, if I use my fun card again, I know I will still end up spending a bunch of money on parking, food, etc.)Food: Expensive, and the restaurants we ate at were buffet style with no indoor seating (not fun on a cold day, and I imagine not fun on a hot summer day either). Â The Calypso Smoke House had really good smoked chicken and brisket though.Shamu Show: Â Disappointing. Â The best part was watching people get splashed and clear out of the ""soak zone"" because it was such a cold day.Sesame Street Playland: This was my kids favorite part, climbing the ropes and Elmo's flying fish.Carnival Games: Outrageously priced. Â The rub-a-dub game was the best deal, $5 for 2 tries, that way if my kids won a small prize on both turns, they could upgrade to a medium prize (stuffed whale). Â Guaranteed prize and cheapest way to let your kids feel like they won a prize.The tide pool: Liked this a lot and wish Sea World had more hands on stuff (included in admission price).Overall, glad I went, had a good time, now working overtime hours to make up for all the money I spent."
1769,8/16/2012,4,"This is my first Sea World experience and it was a good one. First let me say that i got the tickets for free. and after seeing the prices for 1 ticket i cant see how a family of 4 of afford something like this. Price-expensiveFood-ok not to badSesame street area-AWESOME!!Shows-Great (Im a sucker for shows)Bottom line is i dont know if its worth was they charge. 70+for tickets, 15 parking, food+drinks, snacks, etc. but if i get free tickets again i would def. go again!"
1770,12/5/2011,4,"Killer whales jumping through the air. Splashing you with waves of water. YEAH!!! If you don't want to get soaked but still want close pictures of whales doing their thing, sit like three rows in from the start of the ""soak zone"". Don't be fooled by shamu swimming fun little circles and his baby splashes in the middle of the pool. He'll soak you with his tail at the end of the show. People with their fancy cameras got SOAKED in the middle row of the soak zone cause they didn't think shamu could splash that much. I wish they had more picture taking zones so I could make all my friends jealous that I went to Seaworld."
1771,9/16/2011,2,"The seal show was pathetic. I could throw my freakin' black Lab into our backyard pool for more entertainment. The opening act (done by a male actor) was fun, though... but it was 100 MPH into the toilet after that. Shamu show was preachy. YAWN. Enough talk about conservation and save the planet. Most of this entire place is preach, preach, preach. UGH... ENOUGH ALREADY!!! Â Best part was when the trainers ordered the whales to splash the hell out of the audience. That made up for a generally boring show. Â Some great indoor aquarium displays, but someone needs to squeegee the tanks. I had to wipe them off to see what was inside many of the tanks because the condensation on the glass was thick. Be sure to find the Wolf eel... this thing is horrifying!!!! Also, signage throughout the park was poor, making it difficult to navigate. Most of the employees were miserable. This place is no Disney, let me tell you. You don't walk around feeling all happy, like you do at Disney. Also, don't bring your baby, unless you want to hear, ""If he/she can't walk 3 steps in front of me right now, you can't take him/her on the ride... even if you hold him/her."" Ridiculous policy. Not very baby friendly. Also, the Wild Arctic exhibit doesn't allow strollers. So I carried my 1 year old inside. There wasn't a reason in the world a stroller couldn't go through... it was all flat surfaces and wide paths. Another baby-unfriendly policy. And whatever you do... DO NOT EAT AT THE ""SHIP WRECK CAFE!"" Talk about pure crap food. It's not even elementary school food... it's really that bad. They served sides of ""grilled veggies"" that I swear someone dumped a can of sterno into the pot while cooking them. They literally tasted like a toxic chemical was inadvertently spilled into it. We should have informed the manager. I honestly think people must have gotten horribly sick from these, I can't imagine anyone would have dared eaten them... the smell alone made everyone at our table conjecture what cooking chemical could have splashed into them. The turkey was palatable. The bread for the veggie burgers was crap. Basically garbage food. Eat somewhere else in the park as this place is a long, slow-moving lined disaster. Â Overall, I would have much rather have gone to Disney, even though I've been there multiple times. Sea World is mostly boring save a few exhibits. Not a reason in the world to ever go back. Zzzzzzzzzzzzz"
1772,10/23/2013,4,"My four year old loves SeaWorld. We moved to San Diego in January of 2013 and one of our first stops was, in fact, SeaWorld. He has been hooked ever since, so of course we opted to get the season passes. I like that they offer you the passes for the same price as a one-day admission. I also think it's pretty cool that military personnel get in for free once a year. SeaWorld has a lot to offer, but it is really one of those places that once you've been a couple of times you've pretty much seen it all. I hate crowds and it seems that no matter when you come to SeaWorld you have to fight a crowd. I love the special events they do for holidays. Keeps things for us pass holders exciting!"
1773,6/30/2015,4,"Overall, great place. Safe, fun and entertaining. I love the orcas and dolphins. The shows are fantastic without any dull moments. The one things that I'm disappointed of is the food. The food isn't all too tasty, but it's something to eat."
1774,7/14/2011,4,"Blah Blah same ol stuff that has been said. My few tidbits. Fast pass type thing, expensive and may not have been worth it after all. Dining pass thing, seems expensive but totally worth it. Hat, suncreen, water bottles... all a must."
1775,8/8/2017,1,"Sea World San Diego sucks. Â They offer military/veteran specials but do not honor their promotions. Â I submitted my DD 214 through their IDme link which clearly states I am retired and disabled. Â My DD 214 was rejected because they wanted a military retirement ID card. I refuse to submit more documentation. Â My DD 214 is sufficient to prove my status. The website stated it would accept any documentation including a DD 214. Â I submitted a Better Business Bureau complaint regarding their refusal to honor their promotion and Sea World San Diego refused to address the complaint through my complaint with BBB. Â The case was closed today August 8, 2017 because Sea World San Diego did not address my complaint adequately according to the BBB. Â This public relations promotion may serve Reservists and those still on active duty but as a retired active military combat disabled veteran San Diego Sea World is full of S***!"
1776,11/9/2015,5,"Our family has membership passes. Â It is very frustrating that the PETA group and the undocumented film ""Blackfish"" had such an impact on an organization that is doing a good thing. Â Unfortunately, a picture is worth a thousand words and even though ""Blackfish"" misrepresented the truth, most people won't know the truth because they don't investigate the people responsible for the film or those in the film. Â Sorry, for the Orcas, the impact this will have on future animals in danger, the missed opportunity for people to see what these animals are capable of, and the trainers who truly enjoy the challenge."
1777,9/8/2014,4,"I love SeaWorld's variety of species and tanks which provide as comfortable homes for it's animals. Their animals are kept well and fed by sustainable fish. Their sea turtle exhibit is amazing, there's even a Napolean fish in the same tank! The seals are smelly but still fun to watch swim around and make noises. The polar bear exhibit is nice and cold for the polar bears and the beluga whales. However I feel as thought the beluga whale tank isn't big enough. And as much as I LOVE sharks I really dislike the ""scary shark music"" playing in the shark exhibit which only reinforces the untrue killer shark stereotypes. However their variety of sharks is great, sharks are my favorite marine animal! I also enjoy the bat star exhibit, with hundreds of bat stars there's one for everyone to touch. My favorite part of the park is seeing the large tanks with large communities of fish, I think their leopard sharks are a little overweight looking though (in my opinion). The penguin exhibit is always very interesting, it had about 3 different types of penguins in the main exhibit and it's amazing to see them swim so swiftly though the water. DEAR EVERYONE, although the ride is named manta, the sting rays you pet ARE NOT MANTA RAYS, THEY ARE BAT RAYS. As a marine bio major it makes it seem as though SeaWorld is trying to misinform their guests. The food is overpriced for it's average quality. I personally do not like watching any shows. I do not approve of SeaWorld forcing dolphins and orcas to perform for human entertainment, even as a kid it is for this reason I always preferred Birch Aquarium or the Living Coast Discovery Center. I am NOT a Blackfish propaganda crazy, I still enjoy SeaWorld and am appreciative of their donations to other wildlife organizations and for rescuing injured local marine animals. The park is very large, if you do not enjoy hours and hours and hours of walking, perhaps SeaWorld is not for you. It does tend to get very crowded but even then the experience is still enjoyable to be intrigued by the ocean."
1778,8/17/2011,3,"The Beluga whales, shark experience and getting splashed by an orca was rad. I liked the sky tower as well. However, for a place that supports conservation, it feels more like an amusement park with a few fish in it. The aquarium section was a major disappointment. I'm kind of a snob about aquariums though since I've been to most of the major ones in the US. Plus, I worked at an awesome local aquarium in San Pedro (Cabrillo Marine Aquarium). Like the zoo, they serve overpriced alcohol. So, if you are not a kid person and want to block out the screams BYOB. They do check backpacks at the front though, so put it in a purse or other stealth area, like your crotch or something.If you do go, see the Belugas, see the sharks, and definitely get in on the Shamu experience in the soak zone. You really do get soaked. And, then you are properly stoked *smile*"
1779,12/18/2011,5,"I went to this theme park when I was younger and was very excited to revisit Shamu and friends again this year. Seaworld was just as much fun as I had remembered. Going to Seaqworld during the holidays may seem bizarre but it was great with sunny weather and small crowds. Sure, it was a little like when Shrek and Donkey visit Dulock with its music blaring over an empty landscape full of Christmas decorations. But that is what makes it so much fun. The Wild Artic ride is a must, maybe not for the littlest ones but it's a blast for adults and older kiddos alike. Of course everyone wants to see the killer whales, and you should. Also don't miss the dolphin and pilot whale show, it's equally impressive and entertaining. Don't count on good food here, everything was terrible that I had. So pack something or plan on being hungry."
1780,8/13/2012,4,"My second trip to the Sea World San Diego.Animals were cute and cuddly as always. Saw the dolpin show, Shamu and the Sea Lions. Â My favorite was the Sae Lion show with cute little otter running in.$15 to park and $73 to get in - ok that's $85 before anything starts. Add to that food and you are at $100 for a day trip. Several in our group of 8 opted to skip Sea World due to the high cost.Also rode the Manta roller coaster - as high speed coasters go this was somewhat tame and nowhere near the fright factor of the Manta at the Orlando Sea World."
1781,7/6/2012,5,"Shamu I miss you! Â You are so cute! Â I learn so much at Sea World about different types of animal! Â I didn't get a chance to eat the turkey leg, but will try it next time!Did I mention there is a place not far from Sea World that you can park for free? Â If anyone is interested, PM me. :)"
1782,6/18/2011,2,"If you aren't five years old this place blows. Â I sat in the 16th row and got blasted by Shamu. Â At that point, I declared war on that fu$%&*ing whale. Â I was well beyond the splash zone and due to the throngs of annoying families, was forced to sit there. Â I hope that whale meets a slow painful demise, at the hands of a Â japanese fishing vessel. Â But I digress, it wasn't that bad. Â The fireworks and that Atlantis ride were not too shabby."
1783,3/17/2011,1,"Wow, worst customer service I have ever experienced in my life. Â I am specifically speaking of the annual pass auto-pay system. Â I highly recommend that you NEVER give them your credit card info. Â One upon a time, looking at the picture of my son on the card, it looks to be about 8 years ago, I signed up for the annual membership on EZ-pay. Â They were going to charge my card in 12 monthly payments. Â The next year, I was still being charged and asked about it and they said it will continue to renew until I cancel it. Â I figured we would probably go once or twice a year, so I left it like that.As my son got older, we just quit going. Â My credit card number has changed several times since then, but the charges manage to continue. Â Yes, even American Express messed up this thing. Â Twice American Express told me that they made it impossible for Sea World to charge my card ever again. Â They charges have continued. Â But, back to Sea World - last summer I contacted them to cancel it - I figured it was done, charges continued. Â I tried to cancel via online - there seems to be no possible way to do that. Â I complained to American Express - they said they would stop the phone number of that merchant from processing the card in the future. Â The charges continued. Â I called American Express again - they promised that they were making sure that Sea World could NEVER charge my account again and I had nothing to worry about. Â The charges continued.Here I am on my third new account number since this all started. Â My account number changes have to do with other fraud, I wasn't changing the account numbers because of Sea World. Â I opened my bill today and there is yet another Sea World charge. Â The phone number attached to the charge is out of state, but I called and after 12 minutes of waiting for a live person, got a man who said he couldn't help me because the membership is in California and I called Florida. Â I said that I called the number on my bill, since nothing else has worked. Â He said there is no way that he could help, but would transfer me to California. Â Here I am paying long distance phone charges just to be transferred back locally.....A young woman answered and I explained the situation. Â She looked up the account and asked me what I want her to do. Â Uh.... I already told her that I've been trying to cancel it, but okay, I told her to cancel it and never charge my card again. Â She said that she had to put me on hold because she didn't know how to to that. Â After a while, she came back and asked which account I was cancelling. Â I told her I only had one. Â She said that I've been being charge for two. Â WTF????? Â I said that as far I have known, I have been paying for one. Â Well, she said she cancelled both. Â We shall see next month. Â All I can say is that I've never had such crap service in my life. Â No apologies, no offers of compensation - nothing. Â I wish I could give negative stars."
1784,8/26/2011,4,"Our kids love this place! Â We went 2 days in a row during our last trip to San Diego. Â The shows are great and the rides are fun. Â My youngest child really enjoyed the kids water area. Â My husband really enjoyed the beer! Â The food is not overly priced for an amusement park. Â I feel like the price for the ticket is a little steep unless you purchase from Costco or another discount place. Â If you purchase a ticket at the gates it is like $65 per day for adults. Â Yikes! Â My only suggestion for SeaWorld is to maybe switch up some of the shows. Â We were out 3 years ago and they still have the same shows.All in all, it is still much more fun than the Zoo and we will be back."
1785,6/23/2012,5,"I am literally Sea World San Diego's biggest fan. As in I would've yelped this place if Yelp existed back when I was a kid and going to Sea World literally every weekend. And so yes, I'm yelping it now. From the first visit on it has always been a magical place for me, even more than Disney (land and world). [The San Diego one is also much better than the Orlando one.] And please, it's not a real Sea World experience UNLESS you get in the splash zone for at least two of the shows and spend some money in the arcade. Oh sweet memories :)"
1786,6/9/2013,5,"Well, just went back to Sea World two days ago after not visiting it for 13 years. Don't plan on returning if things continue as they are. They have removed aquariums and other things related to their original theme in order to replace them with roller coasters and water rides. I guess no one cares about learning anymore? It's all about the ""thrills"" and entertainment. Every where you turn they are trying to sell you something. Very over commercialized. The prices are crazy steep. Almost 150 to get two adults inside. My brother-in-law ordered a water and caramel corn at the orca show and it came to nine dollars. Going in they search your bags now, unlike before. And i had to submit a finger print to get in also. This place is as tight as a frogs ass. I heard that the park was sold since i went last time. A generous two stars since i am not so tight."
1787,5/19/2012,5,Had such a great time here with our kiddo. The play area for the kids is awesome too. Great way for them to chilax and have fun!
1788,7/22/2011,5,"Sea world is a great place for anyone interested in learning/seeing beautiful sea animals that you would almost never see out in the wild or get ever get close to on your own. Â The Conservation and protection message is all over the place and in any show you see and they do a good job of informing the youth of that message too. Â They have a cool sesame street section that little kids love and singing and dancing shows that accompany them.Its a great place to visit and take the kids.**Rant**Anyone giving sea world less than the full 5 stars is a dork, C'mon you know what you are going to get, Sea Life!!! Â How can you rate Sea Life less than the full 5 stars?? Â ""yeah I went and saw the see life but, I can do the same thing on my High def computer monitor and spend $0"" Â Soo what they talk about conservation and protecting the species, Hello they are supposed to do that, it is up to us to protect these beautiful animals from extinction and pollution they cannot do it themselves, Geez!Ok I suppose it is a little pricey and if thats your gripe I can understand and appreciate that, times are tough and you should have stayed home then."
1789,6/9/2011,4,"This is hands down my daughters favorite place in the world to be. Morning, noon and night she asks ""we go see whales, we go see penguins?"". It's a beautiful park and they have the absolute best shows! I think I actually enjoy the pets show slightly more than my three year old. I don't know if it would be quite as much fun if you had ""tweenage"" kids though since there are only one or two adult rides. The tickets are highly priced (like every other theme park in SoCal) but they offer a fantastic deal for yearly rates. Buy one full price ticket, come back the rest of the year for free. Umm, ok! We live 30 minutes away so I can feed my toddlers obsessive need for whales and penguins on any given weekend with the pass. I only dinged one star because of the food. We have tried 3-4 of the restaurants and they are always AWFUL. Of course this fact would be a lot more tolerable if the food wasn't soooooo expensive. I adore you Sea World, but how do you screw up a hot dog? Never the less, we will happily be coming back many times this year."
1790,8/17/2011,3,Will the real Shamu please splash up?! Please splash up?! Please splash up?!They had like 20 fricken' Shamus...anyway it was cool.Belugas rocked.Sharks rocked.Amusement park atmosphere sucked.Screaming kids everywhere sucked.Free beer by walking out of the cafeteria without finding the register=awesome.
1791,6/24/2015,4,"As a San Diego local I appreciate this place. San Diego needs all the attractions it can get. Unfortunately the documentary has really hurt their revenue. I'm not too concerned about how they treat their animals because if they treated them bad before and continue to do even after the film's downturn on the business they will not be open very long. So basically they better have great practices in place now. my girlfriend and I went last weekend on Saturday and it was not busy at all. very surprised about that! We watched the dolphin show, the pet show, and the cirque show. All were really impressive. The trainers are good at working with their animals. The dolphin show was cool because the trainers rode on the dolphins, the pet show was cool because the animals were highly trained to operate on their own, and the cirque show was cool because watching humans do crazy dance and acrobatic moves is always cool! the rides are kind of corny and the roller coasters are not intense. This is definitely a park that I would recommend to families with young kids who love animals. It would be a great place for them. overall i was not thoroughly impressed but not frustrated with seaworld. give it a shot if you're in the area. once is good"
1792,7/16/2012,3,"I would give this place 3.5 stars but maybe because I just had a lot of fun with the person I was with when I went (yes, brownie points for me!).My boyfriend and I got there when the park opened on Saturday and paid for preferred parking...which was really close to the park entrance and exit as it should be. Â The first ride we went on was the Manta and there was definitely a line but the wait wasn't as long. Â As we were watching the ride in action, it didn't seem like it was going too fast but it was a totally different story once you're on that ride. Â  Oh, and a word of advice, don't sit behind very young kids. Â Let's just say the poor little girl in front of us threw up after the ride (thankfully, it was AFTER but still unfortunate). Â We also got to see the penguins, sharks, flamingos and other animals but there wasn't much. Â The place was just kind of small. Â I think it's only better for those who are actually getting a hands-on experience with the dolphins by feeding and swimming with them. Â That should probably be the highlight of this place. Â We also got to see the Elmo 4D show and it was horrible. Â The video was messed up and so it was painful to watch so I didn't really watch it. Â The Cirque show was pretty cool but we left after a few minutes into the show. Â The water rides were the best part but that's totally subjective. Â They even have a drying station that's $5 and it's even that was a rip-off because the hot hair mainly came out of the top and bottom vents with little heat distributed through the middle area. Â So basically, our hair and feet were dry but our shirts/shorts were still wet. Â Overall, I won't be coming back here for a long time and would rather go somewhere else."
